 chills  vomiting  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain,Physician
 vomiting  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain,Physician
 chills  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain,Physician
 chills  vomiting  sweating  headache  nausea  diarrhoea  muscle_pain,Physician
 chills  vomiting  high_fever  headache  nausea  diarrhoea  muscle_pain,Physician
 chills  vomiting  high_fever  sweating  nausea  diarrhoea  muscle_pain,Physician
 chills  vomiting  high_fever  sweating  headache  diarrhoea  muscle_pain,Physician
 chills  vomiting  high_fever  sweating  headache  nausea  muscle_pain,Physician
itching  skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,Infectionspecialist
 skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,Infectionspecialist
itching  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,Infectionspecialist
itching  skin_rash  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,Infectionspecialist
itching  skin_rash  fatigue  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,Infectionspecialist
itching  skin_rash  fatigue  lethargy  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,Infectionspecialist
itching  skin_rash  fatigue  lethargy  high_fever  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,Infectionspecialist
itching  skin_rash  fatigue  lethargy  high_fever  headache  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,Infectionspecialist
itching  skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  swelled_lymph_nodes  malaise  red_spots_over_body,Infectionspecialist
itching  skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  malaise  red_spots_over_body,Infectionspecialist
 skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  muscle_pain  red_spots_over_body,Physician
 skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  red_spots_over_body,Physician
 skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain,Physician
 skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body,Physician
 chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body,Physician
 skin_rash  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body,Physician
 skin_rash  chills  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body,Physician
 skin_rash  chills  joint_pain  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body,Physician
 skin_rash  chills  joint_pain  vomiting  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body,Physician
 skin_rash  chills  joint_pain  vomiting  fatigue  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body,Physician
 chills  vomiting  fatigue  high_fever  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain,Physician
 chills  vomiting  fatigue  high_fever  headache  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain,Physician
 chills  vomiting  fatigue  high_fever  headache  nausea  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain,Physician
 chills  vomiting  fatigue  high_fever  headache  nausea  constipation  diarrhoea  toxic_look_(typhos)  belly_pain,Physician
 chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  toxic_look_(typhos)  belly_pain,Physician
 chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  belly_pain,Physician
 chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos),Physician
 chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain,Physician
 chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain,Physician
 chills  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain,Physician
 joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain,Hepatologist
 joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain,Hepatologist
 vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain,Hepatologist
 joint_pain  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain,Hepatologist
 joint_pain  vomiting  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain,Hepatologist
 joint_pain  vomiting  yellowish_skin  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain,Hepatologist
 joint_pain  vomiting  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain,Hepatologist
 joint_pain  vomiting  yellowish_skin  dark_urine  nausea  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain,Hepatologist
 joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain,Hepatologist
 joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  mild_fever  yellowing_of_eyes  muscle_pain,Hepatologist
itching  fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,Hepatologist
itching  fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,Hepatologist
 fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,Hepatologist
itching  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,Hepatologist
itching  fatigue  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,Hepatologist
itching  fatigue  lethargy  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,Hepatologist
itching  fatigue  lethargy  yellowish_skin  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,Hepatologist
itching  fatigue  lethargy  yellowish_skin  dark_urine  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,Hepatologist
itching  fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,Hepatologist
itching  fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,Hepatologist
 fatigue  yellowish_skin  nausea  loss_of_appetite  family_history,Hepatologist
 fatigue  yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes  family_history,Hepatologist
 yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes  family_history,Hepatologist
 fatigue  nausea  loss_of_appetite  yellowing_of_eyes  family_history,Hepatologist
 fatigue  yellowish_skin  loss_of_appetite  yellowing_of_eyes  family_history,Hepatologist
 fatigue  yellowish_skin  nausea  yellowing_of_eyes  family_history,Hepatologist
 fatigue  yellowish_skin  nausea  loss_of_appetite  family_history,Hepatologist
 fatigue  yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes,Hepatologist
 fatigue  yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes  family_history,Hepatologist
 fatigue  yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes  family_history,Hepatologist
 joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes,Hepatologist
 vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes,Hepatologist
 joint_pain  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes,Hepatologist
 joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes,Hepatologist
 joint_pain  vomiting  fatigue  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes,Hepatologist
 joint_pain  vomiting  fatigue  yellowish_skin  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes,Hepatologist
 joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellowing_of_eyes,Hepatologist
 joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  abdominal_pain  yellowing_of_eyes,Hepatologist
 joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  yellowing_of_eyes,Hepatologist
 joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain,Hepatologist
 joint_pain  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  coma  stomach_bleeding,Hepatologist
 joint_pain  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding,Hepatologist
 joint_pain  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding,Hepatologist
 vomiting  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding,Hepatologist
 joint_pain  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding,Hepatologist
 joint_pain  vomiting  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding,Hepatologist
 joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding,Hepatologist
 joint_pain  vomiting  fatigue  high_fever  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding,Hepatologist
 joint_pain  vomiting  fatigue  high_fever  yellowish_skin  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding,Hepatologist
 joint_pain  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding,Hepatologist
 vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload,Gastroenterologist
 vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload,Gastroenterologist
 yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload,Gastroenterologist
 vomiting  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload,Gastroenterologist
 vomiting  yellowish_skin  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload,Gastroenterologist
 vomiting  yellowish_skin  abdominal_pain  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload,Gastroenterologist
 vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  history_of_alcohol_consumption  fluid_overload,Gastroenterologist
 vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  fluid_overload,Gastroenterologist
 vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption,Gastroenterologist
 vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload,Gastroenterologist
 chills  vomiting  fatigue  weight_loss  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum,Pulmonologist
 chills  vomiting  fatigue  weight_loss  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum,Pulmonologist
 vomiting  fatigue  weight_loss  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum,Pulmonologist
 chills  fatigue  weight_loss  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum,Pulmonologist
 chills  vomiting  weight_loss  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum,Pulmonologist
 chills  vomiting  fatigue  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum,Pulmonologist
 chills  vomiting  fatigue  weight_loss  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum,Pulmonologist
 chills  vomiting  fatigue  weight_loss  cough  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum,Pulmonologist
 chills  vomiting  fatigue  weight_loss  cough  high_fever  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum,Pulmonologist
 chills  vomiting  fatigue  weight_loss  cough  high_fever  breathlessness  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum,Pulmonologist
 continuous_sneezing  chills  fatigue  cough  high_fever  headache  swelled_lymph_nodes  malaise  phlegm  throat_irritation  redness_of_eyes  sinus_pressure  runny_nose  congestion  chest_pain  loss_of_smell  muscle_pain,Physician
 continuous_sneezing  chills  fatigue  cough  high_fever  headache  swelled_lymph_nodes  malaise  phlegm  throat_irritation  redness_of_eyes  sinus_pressure  runny_nose  congestion  chest_pain  loss_of_smell  muscle_pain,Physician
 chills  fatigue  cough  high_fever  headache  swelled_lymph_nodes  malaise  phlegm  throat_irritation  redness_of_eyes  sinus_pressure  runny_nose  congestion  chest_pain  loss_of_smell  muscle_pain,Physician
 continuous_sneezing  fatigue  cough  high_fever  headache  swelled_lymph_nodes  malaise  phlegm  throat_irritation  redness_of_eyes  sinus_pressure  runny_nose  congestion  chest_pain  loss_of_smell  muscle_pain,Physician
 continuous_sneezing  chills  cough  high_fever  headache  swelled_lymph_nodes  malaise  phlegm  throat_irritation  redness_of_eyes  sinus_pressure  runny_nose  congestion  chest_pain  loss_of_smell  muscle_pain,Physician
 continuous_sneezing  chills  fatigue  high_fever  headache  swelled_lymph_nodes  malaise  phlegm  throat_irritation  redness_of_eyes  sinus_pressure  runny_nose  congestion  chest_pain  loss_of_smell  muscle_pain,Physician
 continuous_sneezing  chills  fatigue  cough  headache  swelled_lymph_nodes  malaise  phlegm  throat_irritation  redness_of_eyes  sinus_pressure  runny_nose  congestion  chest_pain  loss_of_smell  muscle_pain,Physician
 continuous_sneezing  chills  fatigue  cough  high_fever  swelled_lymph_nodes  malaise  phlegm  throat_irritation  redness_of_eyes  sinus_pressure  runny_nose  congestion  chest_pain  loss_of_smell  muscle_pain,Physician
 continuous_sneezing  chills  fatigue  cough  high_fever  headache  malaise  phlegm  throat_irritation  redness_of_eyes  sinus_pressure  runny_nose  congestion  chest_pain  loss_of_smell  muscle_pain,Physician
 continuous_sneezing  chills  fatigue  cough  high_fever  headache  swelled_lymph_nodes  phlegm  throat_irritation  redness_of_eyes  sinus_pressure  runny_nose  congestion  chest_pain  loss_of_smell  muscle_pain,Physician
 chills  fatigue  cough  high_fever  breathlessness  sweating  malaise  chest_pain  fast_heart_rate  rusty_sputum,Internist
 chills  fatigue  cough  high_fever  breathlessness  sweating  malaise  phlegm  chest_pain  fast_heart_rate  rusty_sputum,Internist
 chills  fatigue  cough  high_fever  breathlessness  sweating  malaise  phlegm  chest_pain  fast_heart_rate  rusty_sputum,Internist
 fatigue  cough  high_fever  breathlessness  sweating  malaise  phlegm  chest_pain  fast_heart_rate  rusty_sputum,Internist
 chills  cough  high_fever  breathlessness  sweating  malaise  phlegm  chest_pain  fast_heart_rate  rusty_sputum,Internist
 chills  fatigue  high_fever  breathlessness  sweating  malaise  phlegm  chest_pain  fast_heart_rate  rusty_sputum,Internist
 chills  fatigue  cough  breathlessness  sweating  malaise  phlegm  chest_pain  fast_heart_rate  rusty_sputum,Internist
 chills  fatigue  cough  high_fever  sweating  malaise  phlegm  chest_pain  fast_heart_rate  rusty_sputum,Internist
 chills  fatigue  cough  high_fever  breathlessness  malaise  phlegm  chest_pain  fast_heart_rate  rusty_sputum,Internist
 chills  fatigue  cough  high_fever  breathlessness  sweating  phlegm  chest_pain  fast_heart_rate  rusty_sputum,Internist
 constipation  pain_during_bowel_movements  pain_in_anal_region  bloody_stool  irritation_in_anus,Physician
 constipation  pain_during_bowel_movements  pain_in_anal_region  bloody_stool  irritation_in_anus,Physician
 constipation  pain_during_bowel_movements  pain_in_anal_region  bloody_stool  irritation_in_anus,Physician
 pain_during_bowel_movements  pain_in_anal_region  bloody_stool  irritation_in_anus,Physician
 constipation  pain_in_anal_region  bloody_stool  irritation_in_anus,Physician
 constipation  pain_during_bowel_movements  bloody_stool  irritation_in_anus,Physician
 constipation  pain_during_bowel_movements  pain_in_anal_region  irritation_in_anus,Physician
 constipation  pain_during_bowel_movements  pain_in_anal_region  bloody_stool,Physician
 constipation  pain_during_bowel_movements  pain_in_anal_region  bloody_stool  irritation_in_anus,Physician
 constipation  pain_during_bowel_movements  pain_in_anal_region  bloody_stool  irritation_in_anus,Physician
 vomiting  breathlessness  sweating  chest_pain,Cardiologist
 vomiting  breathlessness  sweating  chest_pain,Cardiologist
 breathlessness  sweating  chest_pain,Cardiologist
 vomiting  sweating  chest_pain,Cardiologist
 vomiting  breathlessness  chest_pain,Cardiologist
 vomiting  breathlessness  sweating,Cardiologist
 vomiting  breathlessness  sweating  chest_pain,Cardiologist
 breathlessness  sweating  chest_pain,Cardiologist
 vomiting  sweating  chest_pain,Cardiologist
 vomiting  breathlessness  chest_pain,Cardiologist
 fatigue  cramps  bruising  obesity  swollen_legs  swollen_blood_vessels  prominent_veins_on_calf,Dermatologist
 fatigue  cramps  bruising  obesity  swollen_legs  swollen_blood_vessels  prominent_veins_on_calf,Dermatologist
 cramps  bruising  obesity  swollen_legs  swollen_blood_vessels  prominent_veins_on_calf,Dermatologist
 fatigue  bruising  obesity  swollen_legs  swollen_blood_vessels  prominent_veins_on_calf,Dermatologist
 fatigue  cramps  obesity  swollen_legs  swollen_blood_vessels  prominent_veins_on_calf,Dermatologist
 fatigue  cramps  bruising  swollen_legs  swollen_blood_vessels  prominent_veins_on_calf,Dermatologist
 fatigue  cramps  bruising  obesity  swollen_blood_vessels  prominent_veins_on_calf,Dermatologist
 fatigue  cramps  bruising  obesity  swollen_legs  prominent_veins_on_calf,Dermatologist
 fatigue  cramps  bruising  obesity  swollen_legs  swollen_blood_vessels,Dermatologist
 fatigue  cramps  bruising  obesity  swollen_legs  prominent_veins_on_calf,Dermatologist
 fatigue  weight_gain  cold_hands_and_feets  mood_swings  lethargy  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation,Endocrinologist
 fatigue  weight_gain  cold_hands_and_feets  mood_swings  lethargy  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation,Endocrinologist
 weight_gain  cold_hands_and_feets  mood_swings  lethargy  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation,Endocrinologist
 weight_gain  cold_hands_and_feets  mood_swings  lethargy  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation,Endocrinologist
 fatigue  cold_hands_and_feets  mood_swings  lethargy  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation,Endocrinologist
 fatigue  weight_gain  mood_swings  lethargy  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation,Endocrinologist
 fatigue  weight_gain  cold_hands_and_feets  lethargy  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation,Endocrinologist
 fatigue  weight_gain  cold_hands_and_feets  mood_swings  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation,Endocrinologist
 fatigue  weight_gain  cold_hands_and_feets  mood_swings  lethargy  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation,Endocrinologist
 fatigue  weight_gain  cold_hands_and_feets  mood_swings  lethargy  dizziness  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation,Endocrinologist
 fatigue  mood_swings  weight_loss  restlessness  sweating  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation,Ophthalmologist
 fatigue  mood_swings  weight_loss  restlessness  sweating  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation,Ophthalmologist
 mood_swings  weight_loss  restlessness  sweating  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation,Ophthalmologist
 fatigue  weight_loss  restlessness  sweating  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation,Ophthalmologist
 fatigue  mood_swings  restlessness  sweating  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation,Ophthalmologist
 fatigue  mood_swings  weight_loss  sweating  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation,Ophthalmologist
 fatigue  mood_swings  weight_loss  restlessness  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation,Ophthalmologist
 fatigue  mood_swings  weight_loss  restlessness  sweating  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation,Ophthalmologist
 fatigue  mood_swings  weight_loss  restlessness  sweating  diarrhoea  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation,Ophthalmologist
 fatigue  mood_swings  weight_loss  restlessness  sweating  diarrhoea  fast_heart_rate  muscle_weakness  irritability  abnormal_menstruation,Ophthalmologist
 vomiting  fatigue  anxiety  sweating  headache  nausea  blurred_and_distorted_vision  excessive_hunger  slurred_speech  irritability  palpitations,Endocrinologist
 vomiting  fatigue  anxiety  sweating  headache  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations,Endocrinologist
 vomiting  fatigue  anxiety  sweating  headache  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations,Endocrinologist
 fatigue  anxiety  sweating  headache  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations,Endocrinologist
 vomiting  anxiety  sweating  headache  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations,Endocrinologist
 vomiting  fatigue  sweating  headache  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations,Endocrinologist
 vomiting  fatigue  anxiety  headache  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations,Endocrinologist
 vomiting  fatigue  anxiety  sweating  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations,Endocrinologist
 vomiting  fatigue  anxiety  sweating  headache  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations,Endocrinologist
 vomiting  fatigue  anxiety  sweating  headache  nausea  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations,Endocrinologist
 joint_pain  neck_pain  knee_pain  hip_joint_pain  swelling_joints  painful_walking,Rheumatologist
 joint_pain  neck_pain  knee_pain  hip_joint_pain  swelling_joints  painful_walking,Rheumatologist
 neck_pain  knee_pain  hip_joint_pain  swelling_joints  painful_walking,Rheumatologist
 joint_pain  knee_pain  hip_joint_pain  swelling_joints  painful_walking,Rheumatologist
 joint_pain  neck_pain  hip_joint_pain  swelling_joints  painful_walking,Rheumatologist
 joint_pain  neck_pain  knee_pain  swelling_joints  painful_walking,Rheumatologist
 joint_pain  neck_pain  knee_pain  hip_joint_pain  painful_walking,Rheumatologist
 joint_pain  neck_pain  knee_pain  hip_joint_pain  swelling_joints,Rheumatologist
 joint_pain  neck_pain  knee_pain  hip_joint_pain  swelling_joints  painful_walking,Rheumatologist
 joint_pain  neck_pain  knee_pain  hip_joint_pain  swelling_joints  painful_walking,Rheumatologist
 muscle_weakness  stiff_neck  swelling_joints  movement_stiffness  painful_walking,Orthopaedist
 muscle_weakness  stiff_neck  swelling_joints  movement_stiffness  painful_walking,Orthopaedist
 stiff_neck  swelling_joints  movement_stiffness  painful_walking,Orthopaedist
 muscle_weakness  swelling_joints  movement_stiffness  painful_walking,Orthopaedist
 muscle_weakness  stiff_neck  movement_stiffness  painful_walking,Orthopaedist
 muscle_weakness  stiff_neck  swelling_joints  painful_walking,Orthopaedist
 muscle_weakness  stiff_neck  swelling_joints  movement_stiffness  painful_walking,Orthopaedist
 muscle_weakness  stiff_neck  swelling_joints  movement_stiffness,Orthopaedist
